professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
K  Jones,Volunteer State Community College,Mathematics department, TN,3.6,2.9,0,12/07/2007,2.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"i would never take her again... the homework was on the computer and the test were on paper and if the clas doesnt understand something and you ask a question she says she has ""office hours"" most people had stopped coming by the end of the semevery sit was packed at the start if your not good with math on the computer i wouldnt take her",negative,Mathematics,66,3.7,i would never take her again the homework was on the computer and the test were on paper and if the clas doesnt understand something and you ask a question she says she has office hours most people had stopped coming by the end of the semevery sit was packed at the start if your not good with math on the computer i wouldnt take her,[],[],0,"['professor', 'workload', 'exams']",[],professor,3,66,4.0606060606060606,0,0,0.0,1,0,0.014925373134328358,3,0,1,Math & STEM Courses
Rogers,Schoolcraft College - (ALL),Biology department, MI,2.7,3.0,0,11/24/2008,3.5,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He really does know what he\'s talking about, and he\'s a really nice guy, but he doesn\'t really know how to teach. he goes through a lot of slide shows that pretty much copy paste what the book says. You must work hard in this class because you don\'t get too much from the lectures, it\'s just too boring. Don\'t take him if you\'re not interested.",neutral,Biology,66,3.7,he really does know what he s talking about and he s a really nice guy but he doesn t really know how to teach he goes through a lot of slide shows that pretty much copy paste what the book says you must work hard in this class because you don t get too much from the lectures it s just too boring don t take him if you re not interested,"[('it\\', 'ORG')]",[],0,"['professor', 'workload', 'lectures']",[],professor,3,73,3.6301369863013697,0,0,0.008547008547008548,0,2,-0.02702702702702703,2,0,1,Teaching Style & Clarity
Jon  Fisher,Saint Louis University,Biology department, MO,4.0,2.7,0,01/19/2007,5.0,1.0,,Hilarious (9)  Respected (5)  ACCESSIBLE OUTSIDE CLASS (4)  LECTURE HEAVY (3)  Gives good feedback (2)  Tough Grader (2)  Participation matters (2)  TEST HEAVY (2)  Skip class? You won\'t pass. (1)  Inspirational (1)  Amazing lectures (1)  LOTS OF HOMEWORK (1),1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,"Awesome. Very helpful, very approachable. If you try in class, and do the reading, you\'ll do fine.",positive,Biology,17,3.7,awesome very helpful very approachable if you try in class and do the reading you ll do fine,"[(""you\\'ll"", 'PERSON')]","[""you\\'ll""]",1,"['workload', 'lectures']",[],workload,2,18,4.166666666666667,0,0,0.030303030303030304,2,0,0.10526315789473684,3,0,4,Math & STEM Courses
Lisa  Keys,Southern Illinois University - Edwardsville,History department, IL,3.9,3.3,0,11/09/2003,4.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Best history teacher I\'ve ever had. I learned more about history in one semester than in all my other years of school combined. They should talk her into teaching the presidency part of poli-sci.,positive,History,34,3.7,best history teacher i ve ever had i learned more about history in one semester than in all my other years of school combined they should talk her into teaching the presidency part of poli sci,"[('one', 'CARDINAL'), ('all my other years', 'DATE'), ('poli-sci', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'best')]",professor,2,36,4.361111111111111,0,0,0.02040816326530612,1,0,0.02702702702702703,4,0,1,Workload & Assignments
Rachel  Hall,Saint Joseph\'s University,Mathematics department, PA,2.5,3.6,0,05/02/2007,3.0,3.0,,LOTS OF HOMEWORK (3)  LECTURE HEAVY (2)  Tough Grader (2)  GRADED BY FEW THINGS (1)  TEST HEAVY (1),0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,Nice person but perhaps on a different intellectual level at times. Lectures can be hard to understand. She will always help you if you ask and not too hard on due dates. Can grade hard at times.,neutral,Mathematics,37,3.7,nice person but perhaps on a different intellectual level at times lectures can be hard to understand she will always help you if you ask and not too hard on due dates can grade hard at times,[],[],0,"['grading', 'professor', 'lectures']",[],grading,3,37,4.1891891891891895,0,0,0.020512820512820513,0,1,-0.02631578947368421,2,0,1,Teaching Style & Clarity
Leslie  Chadrakantha,John Jay College of Criminal Justice,Mathematics department, NY,3.1,3.1,0,01/05/2015,2.5,4.0,,Skip class? You won\'t pass. (3)  LOTS OF HOMEWORK (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Not a bad teacher, just a tough subject although he can be hard to understand sometimes. You have to pay attention because he does not really review past lectures. If you miss classes chances are you wont do so well on the tests.",negative,Mathematics,43,3.7,not a bad teacher just a tough subject although he can be hard to understand sometimes you have to pay attention because he does not really review past lectures if you miss classes chances are you wont do so well on the tests,[],[],0,"['professor', 'exams', 'lectures']","[('professor', 'bad')]",professor,3,43,4.255813953488372,0,0,0.013100436681222707,0,2,-0.045454545454545456,0,0,2,Exam & Test Difficulty
S  Fenton,Volunteer State Community College,Mathematics department, TN,3.7,3.1,0,08/22/2010,2.5,3.0,,LOTS OF HOMEWORK (5)  Caring (4)  Clear grading criteria (2)  Skip class? You won\'t pass. (2)  Gives good feedback (2)  EXTRA CREDIT (1)  LECTURE HEAVY (1),1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,She is a nice lady.. but she\'s sort of hard to understand.. and really scatterbrained... I truly think she wants her students to pass... but she isn\'t exactly easy to understand.. and her tests are difficult. Especially since she teaches the new lesson right before the test on the last chapter.. it makes it confusing..,negative,Mathematics,55,3.7,she is a nice lady but she s sort of hard to understand and really scatterbrained i truly think she wants her students to pass but she isn t exactly easy to understand and her tests are difficult especially since she teaches the new lesson right before the test on the last chapter it makes it confusing,"[('she\\', 'PERSON')]",['she\\'],1,"['lectures', 'professor', 'exams']","[('lectures', 'new')]",lectures,3,57,4.333333333333333,0,0,0.009316770186335404,0,3,-0.05172413793103448,0,0,1,Exam & Test Difficulty
Robert  Vandergrift,Cypress College,Biology department, CA,2.8,4.2,0,12/29/2006,3.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"You ""will"" pass the class if you really want to. For the ones who are not serious & miss class alot, you will fail. Trust me. Take Sato for lab. You\'ll be glad you did. Vandergrift\'s lectures are confusing & seem to not make sense. Just read the book & study guides given & you\'ll be fine. Most of all, try not to take his attidude too seriously.",neutral,Biology,68,3.7,you will pass the class if you really want to for the ones who are not serious miss class alot you will fail trust me take sato for lab you ll be glad you did vandergrift s lectures are confusing seem to not make sense just read the book study guides given you ll be fine most of all try not to take his attidude too seriously,"[('Sato', 'PERSON'), (""You\\'ll"", 'PERSON'), ('Vandergrift\\', 'ORG')]","['Sato', ""You\\'ll""]",1,['lectures'],"[('lectures', 'miss')]",lectures,1,67,3.8805970149253732,0,0,0.025787965616045846,0,1,-0.014705882352941176,0,0,4,Exam & Test Difficulty
Andrew  Lesk,University of Toronto - St. George Campus,English department, ON,2.8,3.3,0,07/29/2015,3.5,5.0,,Skip class? You won\'t pass. (8)  Tough Grader (7)  Hilarious (4)  Get ready to read (4)  Amazing lectures (3)  GRADED BY FEW THINGS (2)  LECTURE HEAVY (2)  Gives good feedback (2)  GROUP PROJECTS (1)  Participation matters (1)  TEST HEAVY (1)  Caring (1)  LOTS OF HOMEWORK (1)  Clear grading criteria (1),1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,"The only way the professor grades you is essays, A LOT OF ESSAYS. Write 3 essays in two hours in class...",neutral,English,21,3.7,the only way the professor grades you is essays a lot of essays write essays in two hours in class,"[('LOT', 'ORG'), ('3 essays in two hours', 'TIME')]",[],0,"['grading', 'professor', 'lectures']",[],grading,3,20,3.95,0,0,0.13333333333333333,0,0,0.0,3,0,1,Math & STEM Courses
H  Mann,Volunteer State Community College,Biology department, TN,4.8,2.7,1,08/16/2016,5.0,4.0,B+,Respected (8)  Clear grading criteria (5)  Gives good feedback (3)  Caring (3)  EXTRA CREDIT (2)  Tough Grader (2)  Participation matters (2)  Inspirational (2)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1)  Amazing lectures (1)  LECTURE HEAVY (1),1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,I thoroughly enjoyed Professor Mann\'s BIOL 2010 class at the Highland Crest campus. I will be taking him for BIOL 2020 this upcoming semester. He tells you exactly what he expects you to know on each test. There are no guessing games. Test questions come right from his power points.,positive,Biology,50,3.3,i thoroughly enjoyed professor mann s biol class at the highland crest campus i will be taking him for biol this upcoming semester he tells you exactly what he expects you to know on each test there are no guessing games test questions come right from his power points,"[('Mann\\', 'PERSON'), ('2010', 'DATE'), ('Highland Crest', 'LOC'), ('2020', 'DATE')]",['Mann\\'],1,"['professor', 'exams', 'lectures']","[('lectures', 'biol')]",professor,3,49,4.489795918367347,0,0,0.05985915492957746,0,0,0.0,0,0,4,Exam & Test Difficulty
Judy  Adams,North Idaho College,Mathematics department, ID,1.3,4.1,0,09/24/2011,1.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please avoid if you want to learn anything i went to class and hour before class started and taught my classmates through the course since i had already taken it,negative,Mathematics,30,3.7,please avoid if you want to learn anything i went to class and hour before class started and taught my classmates through the course since i had already taken it,"[('hour', 'TIME')]",[],0,['lectures'],[],lectures,1,30,4.4,0,0,0.0,0,0,0.0,3,0,1,Math & STEM Courses
Preston  Allen,Miami Dade College (all),English department, FL,3.9,2.7,1,04/25/2018,5.0,1.0,B+,Amazing lectures (14)  Hilarious (11)  Gives good feedback (10)  Participation matters (9)  Inspirational (8)  LOTS OF HOMEWORK (8)  Tough Grader (6)  Respected (6)  Get ready to read (5)  Skip class? You won\'t pass. (3)  EXTRA CREDIT (2)  Clear grading criteria (2)  Caring (2)  SO MANY PAPERS (1)  GROUP PROJECTS (1)  BEWARE OF POP QUIZZES (1),1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,"Great professor, his class is really easy to pass. His work and essay topics are essay. Make sure to turn in work on time and you\'ll pass. My favorite thing about Allen is how he grades, he is not a tough grader at all. I don\'t write so good and all my essays have been higher than a B. His classes aren\'t boring so time goes by fast!",positive,English,68,3.3,great professor his class is really easy to pass his work and essay topics are essay make sure to turn in work on time and you ll pass my favorite thing about allen is how he grades he is not a tough grader at all i don t write so good and all my essays have been higher than a b his classes aren t boring so time goes by fast,"[(""you\\'ll"", 'PERSON'), ('Allen', 'PERSON')]","[""you\\'ll"", 'Allen']",1,"['grading', 'professor', 'workload', 'lectures']","[('professor', 'great')]",grading,4,71,3.6056338028169015,1,0,0.02373887240356083,2,1,0.013888888888888888,3,0,4,Math & STEM Courses
Scott  Hancock,Gettysburg College,History department, PA,3.9,4.0,0,01/14/2005,5.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Loved the class and gained a wealth of knowledge. Sad that there aren\'t more professors on this campus like him.,positive,History,20,3.7,loved the class and gained a wealth of knowledge sad that there aren t more professors on this campus like him,[],[],0,"['professor', 'lectures']","[('professor', 'more')]",professor,2,21,4.285714285714286,0,0,0.017699115044247787,0,0,0.0,3,0,1,Math & STEM Courses
Stephanie  Cawthorne,Marymount University,Mathematics department, VA,4.7,2.7,0,04/21/2005,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I really loved this class! It was a lot of fun, and Dr. Cawthorne is so sweet. She makes things clear and very easy to understand, even if you aren\'t the best math student. If for some reason you don\'t understand, she will do anything she can to help you .",positive,Mathematics,51,3.7,i really loved this class it was a lot of fun and dr cawthorne is so sweet she makes things clear and very easy to understand even if you aren t the best math student if for some reason you don t understand she will do anything she can to help you,"[('Cawthorne', 'PERSON')]",['Cawthorne'],1,"['professor', 'lectures']",[],professor,2,52,3.769230769230769,1,0,0.023255813953488372,2,0,0.03773584905660377,1,0,1,General Professor Praise
Carlos  Centeno,California State University Fullerton,English department, CA,4.9,2.3,0,05/24/2006,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"class focuses on POP CULTURE! very interesting discussions, Wonderful teacher, always willing to help. Always returns your essays with constructive criticism so u know HOW to improve. DEfinitely recommend him!",positive,English,30,3.7,class focuses on pop culture very interesting discussions wonderful teacher always willing to help always returns your essays with constructive criticism so u know how to improve definitely recommend him,"[('CULTURE', 'NORP'), ('Wonderful', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'wonderful')]",professor,2,30,5.8,2,0,0.08133971291866028,1,0,0.03225806451612903,2,0,0,Teaching Style & Clarity
John  Tudor,Saint Joseph\'s University,Biology department, PA,4.5,3.0,0,01/04/2005,2.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horrible. One of the hardest teachers i\'ve ever had. No matter how much i studied i never passed his tests. I even had a tutor...nothing seemed to work.,negative,Biology,28,3.7,horrible one of the hardest teachers i ve ever had no matter how much i studied i never passed his tests i even had a tutor nothing seemed to work,"[('One', 'CARDINAL')]",[],0,"['professor', 'workload', 'exams']","[('professor', 'hardest')]",professor,3,30,3.9,0,0,0.026143790849673203,0,1,-0.03225806451612903,3,0,1,Math & STEM Courses
